symbol,date,expiry,strike price,underlying value,call price,put price
BPCL,30-Dec-22,25-Jan-23,225,330.5,84.75,0.55
BPCL,30-Dec-22,25-Jan-23,340,330.5,5.6,12.85
BPCL,30-Dec-22,25-Jan-23,320,330.5,16.4,3.5
BPCL,30-Dec-22,25-Jan-23,410,330.5,1.4,99.3
BPCL,30-Dec-22,25-Jan-23,395,330.5,2.25,85.4
BPCL,30-Dec-22,25-Jan-23,405,330.5,1.65,94.6
BPCL,30-Dec-22,25-Jan-23,295,330.5,29.15,0.65
BPCL,30-Dec-22,25-Jan-23,415,330.5,1.2,104.0
BPCL,30-Dec-22,25-Jan-23,365,330.5,1.1,59.05
BPCL,30-Dec-22,25-Jan-23,270,330.5,45.75,5.85
BPCL,30-Dec-22,25-Jan-23,355,330.5,2.1,18.4
BPCL,30-Dec-22,25-Jan-23,240,330.5,70.85,1.4
BPCL,30-Dec-22,25-Jan-23,310,330.5,21.35,1.7
BPCL,30-Dec-22,25-Jan-23,315,330.5,21.15,2.4
BPCL,30-Dec-22,25-Jan-23,390,330.5,0.4,64.0
BPCL,30-Dec-22,25-Jan-23,245,330.5,66.35,1.85
BPCL,30-Dec-22,25-Jan-23,285,330.5,35.25,1.0
BPCL,30-Dec-22,25-Jan-23,255,330.5,57.75,3.1
BPCL,30-Dec-22,25-Jan-23,345,330.5,4.1,15.2
BPCL,30-Dec-22,25-Jan-23,385,330.5,3.05,76.35
BPCL,30-Dec-22,25-Jan-23,360,330.5,1.5,27.0
BPCL,30-Dec-22,25-Jan-23,280,330.5,38.6,8.55
BPCL,30-Dec-22,25-Jan-23,350,330.5,2.95,19.75
BPCL,30-Dec-22,25-Jan-23,430,330.5,0.75,118.3
BPCL,30-Dec-22,25-Jan-23,380,330.5,0.55,54.2
BPCL,30-Dec-22,25-Jan-23,370,330.5,0.85,37.7
BPCL,30-Dec-22,25-Jan-23,235,330.5,75.4,1.05
BPCL,30-Dec-22,25-Jan-23,260,330.5,53.6,3.85
BPCL,30-Dec-22,25-Jan-23,300,330.5,34.4,0.85
BPCL,30-Dec-22,25-Jan-23,375,330.5,0.65,67.55
BPCL,30-Dec-22,25-Jan-23,400,330.5,0.35,68.0
BPCL,30-Dec-22,25-Jan-23,230,330.5,80.05,0.8
BPCL,30-Dec-22,25-Jan-23,440,330.5,0.2,112.0
BPCL,30-Dec-22,23-Feb-23,330,330.5,19.95,23.6
BPCL,30-Dec-22,23-Feb-23,400,330.5,3.35,48.2
BPCL,30-Dec-22,23-Feb-23,320,330.5,24.65,18.45
BPCL,30-Dec-22,23-Feb-23,380,330.5,5.85,58.65
BPCL,30-Dec-22,23-Feb-23,335,330.5,17.9,26.4
BPCL,30-Dec-22,23-Feb-23,315,330.5,27.25,16.1
BPCL,30-Dec-22,23-Feb-23,360,330.5,10.0,43.0
BPCL,30-Dec-22,23-Feb-23,390,330.5,4.45,67.1
BPCL,30-Dec-22,23-Feb-23,365,330.5,8.75,46.75
BPCL,30-Dec-22,23-Feb-23,325,330.5,22.2,20.9
BPCL,30-Dec-22,23-Feb-23,280,330.5,50.55,5.0
BPCL,30-Dec-22,23-Feb-23,375,330.5,6.7,54.6
BPCL,30-Dec-22,23-Feb-23,340,330.5,16.0,29.45
BPCL,30-Dec-22,23-Feb-23,385,330.5,5.1,62.8
BPCL,30-Dec-22,23-Feb-23,350,330.5,6.95,35.9
BPCL,30-Dec-22,23-Feb-23,355,330.5,11.2,39.4
BPCL,30-Dec-22,23-Feb-23,370,330.5,7.65,50.6
BPCL,30-Dec-22,23-Feb-23,395,330.5,3.85,71.4
